minutes;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66
990;1208532;1208856;1207248;1206588;1205922;1205244;1204554;1203852;1203138;1202406;1201662;1200900;1200126;1199328;1198518;1197684;1196826;1195950;1195050;1194120;1193166;1192182;1191168;1190118;1189038;1187916;1186758;1185552;1184298;1183002;1181646;1180236;1178760;1177218;1175604;1173906;1172130;1170252;1168278;1166190;1163982;1161642;1159146;1156494;1153662;1150626;1147374;1143870;1140084;1135992;1131546;1126704;1121412;1115610;1109226;1102176;1094364;1085682;1076010;1065210;1053132;1039626;1024554;1007802;989328;969174;947526
991;1209486;1209816;1208214;1207566;1206900;1206234;1205550;1204854;1204146;1203420;1202682;1201932;1201164;1200372;1199568;1198740;1197894;1197024;1196130;1195212;1194270;1193292;1192290;1191252;1190178;1189068;1187916;1186722;1185480;1184190;1182846;1181448;1179984;1178454;1176852;1175172;1173408;1171548;1169586;1167516;1165320;1162992;1160520;1157880;1155066;1152048;1148814;1145328;1141560;1137486;1133058;1128234;1122960;1117170;1110798;1103754;1095948;1087260;1077570;1066740;1054614;1041036;1025868;1008984;990336;969978;948084
992;1210440;1210776;1209180;1208538;1207884;1207218;1206540;1205856;1205154;1204434;1203708;1202964;1202196;1201422;1200624;1199802;1198962;1198104;1197216;1196310;1195368;1194408;1193406;1192380;1191318;1190214;1189074;1187892;1186662;1185384;1184052;1182666;1181214;1179696;1178106;1176438;1174686;1172844;1170894;1168836;1166658;1164348;1161894;1159272;1156476;1153476;1150254;1146792;1143042;1138986;1134582;1129770;1124514;1118742;1112382;1105344;1097538;1088850;1079148;1068288;1056114;1042464;1027194;1010178;991356;970782;948648
993;1211400;1211742;1210152;1209516;1208868;1208208;1207536;1206858;1206162;1205454;1204728;1203990;1203240;1202466;1201674;1200864;1200036;1199184;1198302;1197402;1196478;1195518;1194534;1193514;1192458;1191366;1190238;1189062;1187844;1186578;1185258;1183884;1182444;1180938;1179366;1177710;1175970;1174140;1172208;1170168;1168008;1165710;1163268;1160670;1157886;1154910;1151706;1148262;1144536;1140498;1136106;1131318;1126080;1120320;1113972;1106946;1099146;1090452;1080738;1069848;1057626;1043910;1028538;1011384;992388;971598;949218
994;1212354;1212702;1211118;1210488;1209846;1209198;1208532;1207860;1207170;1206474;1205754;1205022;1204278;1203516;1202730;1201926;1201104;1200258;1199394;1198500;1197582;1196634;1195656;1194648;1193604;1192524;1191402;1190238;1189032;1187778;1186470;1185102;1183674;1182186;1180620;1178982;1177260;1175442;1173528;1171500;1169352;1167078;1164654;1162068;1159308;1156344;1153164;1149738;1146030;1142016;1137642;1132878;1127652;1121910;1115580;1108566;1100766;1092072;1082340;1071426;1059162;1045374;1029900;1012608;993432;972426;949788
995;1213308;1213668;1212090;1211466;1210830;1210188;1209534;1208862;1208184;1207488;1206780;1206060;1205316;1204560;1203786;1202994;1202178;1201344;1200480;1199598;1198686;1197750;1196784;1195782;1194744;1193676;1192566;1191414;1190220;1188972;1187676;1186326;1184910;1183434;1181886;1180260;1178550;1176744;1174842;1172832;1170708;1168446;1166040;1163472;1160730;1157790;1154628;1151220;1147536;1143534;1139190;1134438;1129236;1123512;1117194;1110192;1102404;1093704;1083966;1073022;1060710;1046856;1031280;1013850;994494;973260;950364
996;1214268;1214634;1213062;1212444;1211814;1211178;1210530;1209870;1209192;1208508;1207806;1207092;1206360;1205610;1204842;1204056;1203252;1202424;1201572;1200696;1199796;1198866;1197906;1196916;1195896;1194834;1193736;1192596;1191408;1190178;1188888;1187550;1186152;1184682;1183146;1181538;1179840;1178052;1176168;1174176;1172058;1169820;1167426;1164882;1162158;1159236;1156092;1152708;1149042;1145070;1140738;1136010;1130826;1125126;1118820;1111830;1104048;1095354;1085598;1074636;1062282;1048350;1032678;1015104;995568;974106;950940
997;1215228;1215600;1214034;1213422;1212798;1212168;1211526;1210872;1210206;1209528;1208832;1208124;1207404;1206660;1205904;1205124;1204326;1203504;1202664;1201800;1200906;1199988;1199034;1198056;1197042;1195992;1194900;1193772;1192602;1191378;1190106;1188774;1187388;1185936;1184412;1182816;1181136;1179366;1177494;1175514;1173420;1171194;1168824;1166292;1163592;1160688;1157568;1154202;1150560;1146606;1142298;1137594;1132428;1126746;1120458;1113486;1105710;1097016;1087254;1076262;1063866;1049868;1034094;1016382;996654;974964;951522
998;1216182;1216566;1215006;1214400;1213788;1213164;1212528;1211880;1211220;1210548;1209864;1209162;1208442;1207710;1206960;1206192;1205400;1204590;1203756;1202898;1202016;1201104;1200168;1199196;1198188;1197150;1196076;1194954;1193790;1192584;1191324;1190004;1188630;1187190;1185684;1184100;1182432;1180674;1178820;1176864;1174782;1172574;1170222;1167714;1165026;1162146;1159044;1155702;1152084;1148148;1143864;1139184;1134042;1128378;1122108;1115148;1107384;1098690;1088922;1077912;1065474;1051410;1035528;1017672;997758;975828;952104
999;1217142;1217532;1215978;1215378;1214772;1214154;1213524;1212888;1212234;1211568;1210890;1210200;1209486;1208760;1208022;1207260;1206480;1205676;1204848;1204002;1203126;1202226;1201296;1200336;1199340;1198314;1197246;1196136;1194984;1193790;1192542;1191234;1189872;1188450;1186956;1185384;1183734;1181994;1180152;1178208;1176150;1173960;1171626;1169136;1166472;1163610;1160532;1157208;1153608;1149702;1145442;1140780;1135662;1130022;1123770;1116828;1109076;1100388;1090608;1079574;1067094;1052964;1036986;1018986;998874;976704;952692
1000;1218102;1218498;1216950;1216356;1215756;1215150;1214526;1213896;1213248;1212594;1211922;1211232;1210536;1209816;1209078;1208328;1207554;1206762;1205946;1205106;1204242;1203348;1202430;1201476;1200492;1199472;1198416;1197324;1196184;1194996;1193760;1192470;1191120;1189710;1188228;1186674;1185036;1183314;1181490;1179564;1177518;1175346;1173030;1170564;1167918;1165080;1162020;1158720;1155144;1151262;1147026;1142388;1137294;1131672;1125444;1118520;1110780;1102092;1092312;1081260;1068738;1054542;1038456;1020312;1000008;977586;953286
1001;1219062;1219464;1217922;1217340;1216746;1216140;1215528;1214904;1214262;1213614;1212948;1212270;1211580;1210872;1210140;1209396;1208634;1207848;1207038;1206210;1205352;1204470;1203564;1202622;1201650;1200642;1199592;1198506;1197378;1196208;1194984;1193706;1192368;1190970;1189506;1187964;1186344;1184634;1182828;1180920;1178892;1176738;1174446;1171992;1169370;1166550;1163514;1160238;1156692;1152828;1148616;1144002;1138932;1133334;1127130;1120224;1112496;1103820;1094034;1082964;1070406;1056138;1039956;1021662;1001160;978486;953886
1002;1220022;1220430;1218894;1218318;1217730;1217136;1216530;1215912;1215282;1214640;1213980;1213308;1212624;1211922;1211202;1210470;1209714;1208934;1208136;1207314;1206468;1205598;1204698;1203768;1202802;1201806;1200768;1199694;1198578;1197420;1196208;1194942;1193622;1192236;1190784;1189260;1187652;1185960;1184172;1182276;1180272;1178136;1175862;1173426;1170828;1168032;1165020;1161762;1158240;1154400;1150218;1145628;1140582;1135008;1128828;1121940;1114224;1105560;1095774;1084686;1072086;1057758;1041474;1023036;1002330;979398;954492
1003;1220988;1221402;1219872;1219302;1218720;1218132;1217532;1216920;1216296;1215660;1215012;1214352;1213674;1212978;1212270;1211538;1210794;1210026;1209234;1208424;1207584;1206720;1205832;1204914;1203960;1202970;1201950;1200888;1199784;1198632;1197432;1196184;1194870;1193502;1192062;1190556;1188966;1187286;1185516;1183638;1181652;1179534;1177278;1174866;1172286;1169514;1166526;1163298;1159794;1155984;1151826;1147260;1142244;1136694;1130538;1123668;1115970;1107312;1097526;1086426;1073796;1059402;1043010;1024422;1003512;980316;955098
1004;1221948;1222368;1220844;1220280;1219710;1219128;1218534;1217928;1217316;1216686;1216044;1215390;1214718;1214034;1213332;1212612;1211874;1211112;1210332;1209528;1208706;1207848;1206966;1206060;1205118;1204140;1203126;1202076;1200984;1199850;1198662;1197420;1196124;1194768;1193346;1191852;1190280;1188618;1186866;1185006;1183032;1180938;1178700;1176312;1173756;1171002;1168038;1164834;1161354;1157574;1153440;1148904;1143912;1138392;1132254;1125408;1117734;1109088;1099302;1088184;1075518;1061064;1044576;1025838;1004718;981252;955710
1005;1222908;1223340;1221822;1221264;1220700;1220124;1219536;1218942;1218330;1217712;1217076;1216428;1215768;1215090;1214400;1213686;1212954;1212204;1211436;1210638;1209822;1208976;1208106;1207206;1206276;1205310;1204308;1203270;1202190;1201062;1199892;1198668;1197384;1196040;1194636;1193154;1191594;1189950;1188216;1186374;1184424;1182342;1180128;1177764;1175226;1172496;1169556;1166376;1162926;1159170;1155060;1150554;1145592;1140096;1133988;1127166;1119510;1110876;1101096;1089966;1077270;1062750;1046160;1027266;1005942;982200;956328
1006;1223874;1224306;1222794;1222248;1221690;1221120;1220538;1219950;1219350;1218738;1218114;1217472;1216818;1216146;1215462;1214760;1214040;1213296;1212534;1211748;1210944;1210110;1209246;1208358;1207434;1206480;1205490;1204464;1203396;1202286;1201122;1199910;1198644;1197312;1195920;1194456;1192914;1191288;1189566;1187748;1185810;1183758;1181562;1179216;1176702;1173996;1171080;1167924;1164504;1160772;1156692;1152216;1147278;1141812;1135734;1128936;1121298;1112682;1102902;1091766;1079040;1064460;1047768;1028724;1007184;983160;956952
1007;1224834;1225278;1223772;1223232;1222680;1222116;1221546;1220964;1220370;1219764;1219146;1218516;1217868;1217208;1216530;1215834;1215120;1214388;1213638;1212864;1212060;1211238;1210386;1209510;1208598;1207656;1206678;1205658;1204602;1203504;1202358;1201158;1199904;1198590;1197210;1195764;1194234;1192626;1190922;1189122;1187208;1185168;1182996;1180674;1178178;1175502;1172610;1169478;1166082;1162380;1158330;1153884;1148976;1143540;1137492;1130718;1123104;1114500;1104732;1093590;1080828;1066194;1049400;1030206;1008444;984138;957576
1008;1225800;1226250;1224750;1224216;1223670;1223112;1222548;1221978;1221390;1220790;1220184;1219560;1218918;1218264;1217598;1216914;1216206;1215486;1214742;1213974;1213182;1212372;1211532;1210662;1209762;1208832;1207860;1206858;1205814;1204728;1203594;1202406;1201164;1199868;1198506;1197072;1195560;1193970;1192284;1190502;1188606;1186590;1184436;1182132;1179666;1177008;1174146;1171044;1167672;1164000;1159980;1155564;1150686;1145280;1139262;1132518;1124928;1116342;1106580;1095432;1082646;1067952;1051056;1031706;1009728;985128;958212
1009;1226760;1227222;1225728;1225200;1224660;1224114;1223556;1222986;1222410;1221822;1221216;1220604;1219974;1219326;1218666;1217988;1217292;1216578;1215846;1215084;1214310;1213506;1212672;1211814;1210926;1210008;1209048;1208058;1207026;1205952;1204830;1203660;1202430;1201146;1199802;1198380;1196892;1195314;1193646;1191882;1190004;1188012;1185882;1183602;1181154;1178526;1175682;1172610;1169268;1165626;1161636;1157250;1152408;1147032;1141038;1134324;1126764;1118196;1108446;1097292;1084482;1069734;1052742;1033236;1011030;986136;958854
1010;1227726;1228188;1226706;1226184;1225650;1225110;1224564;1224000;1223430;1222848;1222254;1221648;1221024;1220388;1219734;1219068;1218378;1217676;1216950;1216200;1215432;1214640;1213818;1212972;1212090;1211184;1210236;1209258;1208238;1207176;1206066;1204908;1203696;1202430;1201098;1199694;1198218;1196664;1195014;1193268;1191414;1189434;1187328;1185072;1182648;1180044;1177230;1174182;1170870;1167258;1163298;1158942;1154136;1148790;1142832;1136148;1128618;1120074;1110336;1099182;1086348;1071540;1054452;1034790;1012362;987156;959502
1011;1228692;1229160;1227684;1227168;1226646;1226112;1225572;1225014;1224456;1223880;1223292;1222692;1222080;1221450;1220808;1220142;1219470;1218768;1218054;1217316;1216554;1215774;1214964;1214124;1213260;1212360;1211430;1210458;1209456;1208406;1207308;1206168;1204968;1203714;1202394;1201014;1199550;1198014;1196382;1194654;1192818;1190868;1188780;1186548;1184148;1181568;1178784;1175760;1172478;1168896;1164972;1160646;1155870;1150566;1144638;1137990;1130484;1121964;1112244;1101090;1088232;1073376;1056192;1036374;1013712;988194;960156
1012;1229658;1230132;1228662;1228152;1227636;1227114;1226574;1226034;1225476;1224906;1224330;1223736;1223130;1222512;1221876;1221222;1220556;1219866;1219164;1218432;1217682;1216908;1216110;1215282;1214430;1213542;1212618;1211664;1210668;1209630;1208550;1207422;1206240;1204998;1203696;1202328;1200888;1199364;1197756;1196046;1194228;1192296;1190232;1188024;1185654;1183098;1180338;1177350;1174092;1170540;1166646;1162362;1157616;1152348;1146456;1139844;1132368;1123872;1114170;1103016;1090146;1075236;1057956;1037982;1015086;989250;960816
1013;1230624;1231110;1229640;1229142;1228632;1228110;1227582;1227048;1226496;1225938;1225368;1224786;1224186;1223574;1222950;1222302;1221642;1220964;1220268;1219548;1218810;1218048;1217256;1216440;1215600;1214724;1213812;1212870;1211886;1210866;1209798;1208682;1207512;1206288;1205004;1203648;1202226;1200720;1199130;1197438;1195644;1193736;1191696;1189506;1187160;1184634;1181898;1178940;1175718;1172196;1168338;1164084;1159374;1154142;1148286;1141710;1134264;1125798;1116114;1104972;1092084;1077126;1059750;1039620;1016484;990324;961482
1014;1231590;1232082;1230624;1230126;1229622;1229112;1228590;1228062;1227522;1226970;1226406;1225830;1225242;1224636;1224018;1223388;1222734;1222068;1221378;1220670;1219938;1219188;1218408;1217604;1216770;1215906;1215006;1214076;1213104;1212096;1211040;1209942;1208790;1207578;1206306;1204974;1203564;1202076;1200504;1198836;1197066;1195176;1193154;1190994;1188672;1186170;1183470;1180536;1177344;1173858;1170030;1165812;1161144;1155948;1150128;1143588;1136178;1127748;1118082;1106946;1094046;1079040;1061574;1041288;1017912;991416;962160
1015;1232556;1233054;1231602;1231116;1230618;1230114;1229604;1229082;1228548;1228002;1227444;1226880;1226298;1225704;1225092;1224468;1223826;1223166;1222488;1221786;1221066;1220322;1219554;1218762;1217940;1217088;1216206;1215282;1214328;1213332;1212288;1211202;1210062;1208868;1207620;1206300;1204908;1203438;1201884;1200240;1198488;1196616;1194624;1192488;1190190;1187718;1185042;1182138;1178976;1175526;1171734;1167552;1162920;1157760;1151988;1145484;1138110;1129710;1120068;1108944;1096032;1080990;1063428;1042980;1019364;992532;962838
1016;1233522;1234032;1232580;1232100;1231614;1231116;1230612;1230096;1229574;1229034;1228488;1227930;1227354;1226766;1226166;1225548;1224918;1224270;1223598;1222908;1222200;1221468;1220706;1219926;1219116;1218276;1217400;1216494;1215552;1214568;1213542;1212468;1211346;1210164;1208928;1207626;1206252;1204806;1203270;1201638;1199910;1198062;1196094;1193982;1191708;1189266;1186620;1183746;1180620;1177200;1173444;1169304;1164708;1159590;1153854;1147392;1140060;1131690;1122078;1110966;1098048;1082964;1065318;1044714;1020846;993666;963534
1017;1234488;1235004;1233564;1233090;1232610;1232118;1231620;1231116;1230594;1230066;1229526;1228974;1228410;1227834;1227240;1226634;1226010;1225368;1224708;1224030;1223328;1222608;1221858;1221090;1220286;1219458;1218600;1217706;1216776;1215804;1214790;1213734;1212624;1211460;1210242;1208958;1207602;1206168;1204656;1203048;1201338;1199514;1197570;1195482;1193238;1190820;1188204;1185360;1182270;1178880;1175160;1171056;1166502;1161426;1155732;1149312;1142022;1133694;1124106;1113012;1100088;1084968;1067232;1046472;1022358;994818;964230
1018;1235454;1235976;1234548;1234080;1233606;1233126;1232634;1232130;1231620;1231104;1230570;1230024;1229472;1228902;1228320;1227720;1227102;1226472;1225824;1225152;1224462;1223748;1223016;1222254;1221462;1220646;1219800;1218918;1218000;1217040;1216044;1215000;1213908;1212762;1211556;1210290;1208952;1207536;1206042;1204458;1202766;1200972;1199046;1196982;1194768;1192374;1189788;1186980;1183920;1180572;1176888;1172826;1168314;1163280;1157628;1151250;1144002;1135710;1126158;1115082;1102158;1087002;1069188;1048266;1023900;995994;964944
1019;1236426;1236954;1235526;1235070;1234602;1234128;1233642;1233150;1232646;1232136;1231614;1231080;1230528;1229970;1229394;1228806;1228200;1227576;1226934;1226274;1225596;1224894;1224168;1223418;1222644;1221834;1221000;1220130;1219224;1218282;1217298;1216266;1215192;1214058;1212870;1211622;1210302;1208910;1207434;1205868;1204200;1202424;1200528;1198494;1196304;1193940;1191384;1188606;1185582;1182270;1178622;1174596;1170126;1165140;1159536;1153200;1146000;1137750;1128234;1117182;1104258;1089072;1071174;1050096;1025472;997200;965658
1020;1237392;1237932;1236510;1236060;1235598;1235130;1234656;1234170;1233678;1233174;1232658;1232130;1231590;1231038;1230468;1229892;1229292;1228680;1228050;1227402;1226730;1226040;1225326;1224588;1223820;1223028;1222200;1221348;1220454;1219524;1218552;1217538;1216476;1215360;1214190;1212960;1211658;1210284;1208826;1207284;1205640;1203888;1202010;1200000;1197840;1195506;1192986;1190238;1187250;1183968;1180368;1176384;1171956;1167012;1161450;1155168;1148010;1139808;1130328;1119300;1106388;1091172;1073190;1051962;1027080;998424;966390
1021;1238364;1238904;1237494;1237050;1236594;1236138;1235670;1235190;1234704;1234206;1233702;1233180;1232652;1232106;1231548;1230978;1230390;1229784;1229166;1228524;1227864;1227186;1226478;1225752;1225002;1224216;1223406;1222560;1221684;1220766;1219812;1218810;1217766;1216668;1215510;1214298;1213014;1211658;1210224;1208700;1207080;1205352;1203504;1201518;1199382;1197084;1194588;1191876;1188918;1185678;1182114;1178172;1173792;1168890;1163382;1157148;1150038;1141884;1132446;1121448;1108542;1093302;1075248;1053864;1028718;999672;967128
1022;1239330;1239882;1238478;1238040;1237596;1237140;1236678;1236210;1235730;1235244;1234746;1234230;1233708;1233174;1232628;1232064;1231488;1230894;1230282;1229652;1229004;1228332;1227636;1226922;1226178;1225410;1224612;1223778;1222914;1222014;1221072;1220088;1219056;1217970;1216836;1215636;1214376;1213038;1211622;1210122;1208526;1206816;1204992;1203036;1200930;1198656;1196196;1193520;1190598;1187400;1183872;1179972;1175634;1170786;1165326;1159140;1152084;1143978;1134582;1123620;1110726;1095474;1077342;1055802;1030398;1000950;967878
1023;1240302;1240860;1239462;1239030;1238592;1238148;1237692;1237230;1236762;1236282;1235790;1235286;1234770;1234248;1233708;1233150;1232586;1231998;1231398;1230780;1230138;1229478;1228800;1228092;1227360;1226604;1225818;1225002;1224150;1223262;1222332;1221360;1220346;1219278;1218162;1216980;1215738;1214418;1213026;1211544;1209972;1208292;1206492;1204560;1202484;1200240;1197810;1195170;1192284;1189122;1185636;1181784;1177494;1172688;1167282;1161150;1154148;1146090;1136748;1125822;1112946;1097670;1079472;1057782;1032108;1002258;968640
1024;1241268;1241838;1240446;1240020;1239588;1239156;1238706;1238256;1237788;1237314;1236834;1236342;1235832;1235316;1234788;1234242;1233684;1233108;1232514;1231902;1231278;1230630;1229958;1229262;1228542;1227798;1227024;1226220;1225380;1224510;1223592;1222638;1221642;1220592;1219488;1218324;1217100;1215804;1214430;1212972;1211418;1209762;1207992;1206090;1204038;1201830;1199430;1196820;1193976;1190850;1187412;1183602;1179360;1174608;1169250;1163172;1156230;1148226;1138932;1128048;1115190;1099908;1081644;1059804;1033860;1003590;969414
1025;1242240;1242816;1241430;1241010;1240590;1240158;1239720;1239276;1238820;1238352;1237878;1237392;1236894;1236390;1235868;1235328;1234782;1234212;1233630;1233036;1232418;1231776;1231116;1230432;1229730;1228992;1228236;1227444;1226616;1225758;1224858;1223922;1222938;1221900;1220814;1219674;1218468;1217190;1215840;1214400;1212870;1211238;1209492;1207620;1205598;1203420;1201056;1198482;1195674;1192590;1189194;1185426;1181232;1176534;1171230;1165212;1158324;1150380;1141140;1130298;1117470;1102182;1083858;1061868;1035654;1004958;970200
1026;1243212;1243794;1242414;1242006;1241592;1241166;1240734;1240296;1239852;1239390;1238928;1238448;1237962;1237458;1236948;1236420;1235880;1235322;1234752;1234164;1233552;1232928;1232280;1231608;1230912;1230192;1229442;1228662;1227852;1227006;1226124;1225200;1224234;1223214;1222146;1221024;1219836;1218576;1217250;1215834;1214328;1212720;1210998;1209150;1207164;1205016;1202682;1200150;1197378;1194336;1190982;1187262;1183116;1178472;1173228;1167264;1160436;1152552;1143366;1132578;1119780;1104492;1086108;1063974;1037490;1006356;971004
1027;1244184;1244772;1243398;1242996;1242588;1242174;1241754;1241322;1240878;1240434;1239972;1239504;1239024;1238532;1238028;1237512;1236978;1236432;1235874;1235292;1234698;1234080;1233444;1232784;1232100;1231392;1230654;1229886;1229094;1228260;1227390;1226484;1225530;1224528;1223478;1222374;1221204;1219968;1218660;1217268;1215786;1214202;1212510;1210692;1208730;1206612;1204320;1201818;1199088;1196088;1192776;1189104;1185012;1180422;1175232;1169334;1162566;1154748;1145622;1134882;1122126;1106838;1088406;1066128;1039368;1007790;971814
1028;1245156;1245750;1244382;1243992;1243590;1243182;1242768;1242342;1241910;1241472;1241022;1240560;1240086;1239606;1239114;1238604;1238082;1237542;1236990;1236426;1235838;1235232;1234608;1233960;1233288;1232592;1231866;1231116;1230330;1229514;1228662;1227768;1226832;1225848;1224816;1223724;1222578;1221360;1220076;1218708;1217250;1215690;1214022;1212234;1210302;1208220;1205958;1203492;1200798;1197840;1194576;1190958;1186914;1182378;1177248;1171410;1164714;1156956;1147902;1137216;1124496;1109220;1090740;1068330;1041294;1009260;972648
1029;1246128;1246728;1245372;1244982;1244592;1244190;1243782;1243368;1242942;1242510;1242066;1241616;1241154;1240680;1240194;1239696;1239186;1238658;1238112;1237554;1236978;1236384;1235772;1235136;1234476;1233792;1233078;1232340;1231572;1230768;1229928;1229052;1228134;1227168;1226154;1225080;1223952;1222758;1221492;1220148;1218714;1217178;1215540;1213776;1211880;1209828;1207602;1205172;1202520;1199604;1196388;1192818;1188828;1184346;1179282;1173510;1166874;1159188;1150200;1139580;1126908;1111644;1093128;1070580;1043268;1010766;973494
1030;1247100;1247712;1246356;1245978;1245594;1245198;1244802;1244394;1243974;1243554;1243116;1242672;1242222;1241754;1241280;1240788;1240284;1239768;1239234;1238688;1238124;1237536;1236936;1236312;1235664;1234992;1234296;1233570;1232814;1232022;1231200;1230336;1229436;1228488;1227492;1226436;1225332;1224156;1222908;1221588;1220178;1218672;1217058;1215324;1213458;1211442;1209246;1206858;1204248;1201380;1198206;1194684;1190748;1186332;1181328;1175622;1169058;1161444;1152522;1141968;1129350;1114110;1095558;1072884;1045296;1012314;974358
1031;1248072;1248690;1247346;1246974;1246596;1246206;1245816;1245414;1245006;1244592;1244166;1243734;1243284;1242828;1242360;1241880;1241388;1240884;1240362;1239822;1239264;1238694;1238100;1237488;1236852;1236192;1235508;1234800;1234056;1233282;1232472;1231626;1230738;1229808;1228830;1227798;1226706;1225554;1224330;1223034;1221648;1220166;1218582;1216878;1215042;1213056;1210902;1208550;1205982;1203156;1200030;1196562;1192680;1188324;1183380;1177746;1171254;1163718;1154874;1144386;1131828;1116612;1098036;1075236;1047372;1013904;975234
1032;1249044;1249668;1248330;1247964;1247598;1247220;1246836;1246440;1246044;1245636;1245216;1244790;1244352;1243908;1243446;1242978;1242492;1241994;1241484;1240956;1240410;1239852;1239270;1238670;1238046;1237398;1236726;1236030;1235298;1234542;1233750;1232916;1232046;1231134;1230174;1229160;1228086;1226958;1225758;1224480;1223118;1221666;1220106;1218438;1216632;1214676;1212558;1210248;1207722;1204938;1201860;1198446;1194624;1190322;1185450;1179882;1173468;1166010;1157244;1146834;1134336;1119162;1100562;1077648;1049502;1015542;976140
1033;1250016;1250652;1249320;1248960;1248600;1248228;1247850;1247466;1247076;1246674;1246266;1245846;1245420;1244982;1244532;1244070;1243596;1243110;1242606;1242090;1241556;1241004;1240434;1239846;1239234;1238604;1237944;1237260;1236546;1235802;1235022;1234206;1233354;1232460;1231518;1230522;1229472;1228362;1227180;1225932;1224594;1223166;1221636;1219992;1218222;1216302;1214220;1211952;1209462;1206726;1203702;1200336;1196574;1192338;1187532;1182036;1175700;1168320;1159638;1149312;1136886;1121748;1103136;1080108;1051692;1017222;977058
1034;1250988;1251630;1250304;1249956;1249602;1249236;1248870;1248492;1248108;1247718;1247316;1246908;1246488;1246056;1245618;1245168;1244700;1244226;1243734;1243224;1242702;1242162;1241604;1241028;1240428;1239810;1239162;1238490;1237794;1237062;1236300;1235502;1234662;1233786;1232862;1231884;1230858;1229766;1228608;1227384;1226070;1224672;1223172;1221558;1219818;1217934;1215888;1213656;1211214;1208520;1205550;1202238;1198536;1194360;1189626;1184202;1177950;1170654;1162062;1151820;1139466;1124382;1105764;1082634;1053942;1018950;978000
1035;1251966;1252614;1251294;1250952;1250604;1250250;1249890;1249518;1249146;1248762;1248366;1247970;1247556;1247136;1246704;1246260;1245810;1245342;1244856;1244364;1243848;1243320;1242774;1242210;1241622;1241016;1240380;1239726;1239042;1238322;1237578;1236792;1235976;1235112;1234206;1233252;1232244;1231176;1230042;1228836;1227552;1226178;1224708;1223124;1221414;1219566;1217562;1215366;1212966;1210326;1207398;1204146;1200504;1196394;1191726;1186386;1180212;1173006;1164504;1154358;1142082;1127058;1108446;1085220;1056252;1020732;978966
1036;1252938;1253592;1252284;1251948;1251606;1251258;1250904;1250544;1250178;1249806;1249422;1249026;1248624;1248216;1247790;1247358;1246914;1246458;1245984;1245498;1245000;1244478;1243944;1243392;1242816;1242222;1241604;1240962;1240290;1239588;1238856;1238088;1237290;1236444;1235556;1234620;1233630;1232586;1231476;1230294;1229034;1227690;1226244;1224690;1223016;1221204;1219236;1217082;1214730;1212132;1209258;1206060;1202478;1198440;1193844;1188582;1182492;1175382;1166976;1156920;1144734;1129776;1111182;1087866;1058628;1022574;979956
1037;1253910;1254576;1253274;1252944;1252614;1252272;1251924;1251576;1251216;1250850;1250472;1250088;1249698;1249290;1248882;1248456;1248018;1247574;1247112;1246638;1246146;1245642;1245120;1244574;1244016;1243428;1242828;1242198;1241538;1240854;1240134;1239384;1238598;1237776;1236906;1235988;1235022;1233996;1232910;1231752;1230522;1229202;1227786;1226268;1224624;1222848;1220916;1218804;1216494;1213944;1211124;1207986;1204464;1200492;1195974;1190790;1184790;1177770;1169466;1159518;1147428;1132542;1113972;1090578;1061076;1024470;980970
1038;1254888;1255560;1254264;1253940;1253616;1253286;1252944;1252602;1252248;1251894;1251522;1251150;1250766;1250370;1249968;1249554;1249128;1248690;1248240;1247778;1247298;1246800;1246290;1245762;1245210;1244640;1244046;1243434;1242792;1242120;1241418;1240686;1239918;1239108;1238256;1237362;1236414;1235412;1234344;1233216;1232004;1230714;1229328;1227840;1226232;1224492;1222596;1220532;1218264;1215768;1213002;1209918;1206462;1202556;1198116;1193016;1187106;1180188;1171986;1162140;1150158;1135356;1116816;1093356;1063596;1026432;982014
1039;1255860;1256544;1255254;1254936;1254618;1254294;1253964;1253628;1253286;1252938;1252578;1252212;1251834;1251450;1251060;1250652;1250238;1249806;1249368;1248912;1248444;1247964;1247460;1246944;1246410;1245852;1245270;1244670;1244040;1243386;1242702;1241982;1241232;1240440;1239612;1238736;1237806;1236828;1235784;1234680;1233498;1232232;1230876;1229418;1227846;1226142;1224288;1222260;1220040;1217592;1214880;1211856;1208460;1204632;1200264;1195254;1189434;1182618;1174524;1164792;1152924;1138212;1119720;1096206;1066194;1028454;983094
1040;1256838;1257522;1256244;1255938;1255626;1255308;1254984;1254660;1254324;1253982;1253628;1253274;1252908;1252530;1252146;1251750;1251348;1250928;1250496;1250052;1249596;1249122;1248636;1248132;1247604;1247064;1246494;1245906;1245294;1244652;1243986;1243284;1242552;1241778;1240968;1240110;1239204;1238244;1237230;1236144;1234992;1233756;1232430;1231002;1229460;1227792;1225980;1223994;1221822;1219422;1216764;1213800;1210476;1206714;1202430;1197504;1191786;1185072;1177092;1167480;1155726;1141116;1122684;1099122;1068870;1030554;984198
